2023-12-16 17:32:52,261 INFO    StreamThr :9736 [internal.py:wandb_internal():86] W&B internal server running at pid: 9736, started at: 2023-12-16 17:32:52.258453
2023-12-16 17:32:52,264 DEBUG   HandlerThread:9736 [handler.py:handle_request():146] handle_request: status
2023-12-16 17:32:52,265 INFO    WriterThread:9736 [datastore.py:open_for_write():85] open: /workspace/activation-engineering-survey/syc_act_eng/evals/repe_reading/wandb/run-20231216_173242-xqgsqmnv/run-xqgsqmnv.wandb
2023-12-16 17:32:52,269 DEBUG   SenderThread:9736 [sender.py:send():382] send: header
2023-12-16 17:32:52,269 DEBUG   SenderThread:9736 [sender.py:send():382] send: run
2023-12-16 17:32:52,801 INFO    SenderThread:9736 [dir_watcher.py:__init__():211] watching files in: /workspace/activation-engineering-survey/syc_act_eng/evals/repe_reading/wandb/run-20231216_173242-xqgsqmnv/files
2023-12-16 17:32:52,807 INFO    SenderThread:9736 [sender.py:_start_run_threads():1136] run started: xqgsqmnv with start time 1702747971.53951
2023-12-16 17:32:52,852 DEBUG   HandlerThread:9736 [handler.py:handle_request():146] handle_request: check_version
2023-12-16 17:32:52,853 DEBUG   SenderThread:9736 [sender.py:send_request():409] send_request: check_version
2023-12-16 17:32:53,149 DEBUG   HandlerThread:9736 [handler.py:handle_request():146] handle_request: run_start
2023-12-16 17:32:53,150 DEBUG   HandlerThread:9736 [system_info.py:__init__():32] System info init
2023-12-16 17:32:53,151 DEBUG   HandlerThread:9736 [system_info.py:__init__():47] System info init done
2023-12-16 17:32:53,151 INFO    HandlerThread:9736 [system_monitor.py:start():194] Starting system monitor
2023-12-16 17:32:53,152 INFO    SystemMonitor:9736 [system_monitor.py:_start():158] Starting system asset monitoring threads
2023-12-16 17:32:53,153 INFO    HandlerThread:9736 [system_monitor.py:probe():214] Collecting system info
2023-12-16 17:32:53,154 INFO    SystemMonitor:9736 [interfaces.py:start():190] Started cpu monitoring
2023-12-16 17:32:53,156 INFO    SystemMonitor:9736 [interfaces.py:start():190] Started disk monitoring
2023-12-16 17:32:53,158 INFO    SystemMonitor:9736 [interfaces.py:start():190] Started gpu monitoring
2023-12-16 17:32:53,159 INFO    SystemMonitor:9736 [interfaces.py:start():190] Started memory monitoring
2023-12-16 17:32:53,161 INFO    SystemMonitor:9736 [interfaces.py:start():190] Started network monitoring
2023-12-16 17:32:53,207 DEBUG   HandlerThread:9736 [system_info.py:probe():196] Probing system
2023-12-16 17:32:53,221 DEBUG   HandlerThread:9736 [system_info.py:_probe_git():181] Probing git
2023-12-16 17:32:53,283 DEBUG   HandlerThread:9736 [system_info.py:_probe_git():189] Probing git done
2023-12-16 17:32:53,284 DEBUG   HandlerThread:9736 [system_info.py:probe():244] Probing system done
